"""grupodeatributos""","CodSap","DesProductoSap","UnidadMedidaBase","CodProducto","Txt Grupo articulo","CodGrupoArticulo","CodUnidadNegocio","CodJerq01","CodMarca","DesMarca","CodigoNegocio","DesNegocio","CodAtributo1","DesAtributo1","CodAtributo2","DesAtributo2","CodAtributo3","DesAtributo3","PeticionBorrado","TipoEAN","CodEAN13","CodCUC","DescripcionCUC","CodCUCTono","DescripcionCUCTono","CodLinea","DesLinea","CodJerq02","DesJerq02","CodCategoria","DesCategoria","CodSubcategoria","DesSubcategoria","CodTipo","DesTipo","CodSubtipo","DesSubtipo","CodProductoGenerico","DesProductoGenerico","CodProductoSuperGenerico","DesProductoSuperGenerico","Largo","Ancho","Volumen","PesoBruto","Alto","Unidad Longitud","Unidad de Volumen","Unidad De Peso","CodClaseMKT","AplicacionLugarUso","Beneficio","DesCaracteristicaBulk","EdadObjetivo","FamiliaFragancia","Gama","GrupoProductoAC","Mercado","PresentacionEnvase","Sexo","SexoEdadObjetivo","TeoriaColor","TipoEstuche","TipoPielCabello","Tipo de Producto","ContenidoNeto","UmContenido","AcabadoAccessorios","AcabadoCajaReloj","AcabadoLuna","Adicional","CaracteristicasTirasAsas","CaracteristicasBijouterie","CierreComplementos","ClasificacionProductos","ColorCorrea","ColorLuna","ColorMarco","ColorTono","ColorTonoCajaReloj","DetalleCaja","DetalleEspecifi","DetalleProducto","DetalleSuela","DetalleBrazo","DetalleMarcoLentes","DialAcabado","ColorReloj","DisenoComplementos","TipoEstampado","EstiloAccesorio","EstiloRopa","FormaCaja","GrosorBrazo","GrupoProductosHogar","InsumoCajaReloj","InsumoMaterialPrimario","InsumoComplementario","MaterialCajaReloj","ModeloLentes","Niveles","NombreGenericoAccesorio","NombreGenerico","OcasionUsoAccesorio","OcasionUsoRopa","OrigenAccesorio","TipoPlaneacion","Posicionamiento","PresentacionForma","RotulosFila","SubtipoProdHogar","SubtipoProdComplementos","TallaTamano","Tema","Tematico","TipoLuna","TipoMaterial","TipoMaterialRopaCalzado","TipoMaterialBrazoLente","TipoTirasAsas","Tipologiareloj","TirasAsas","versatilidad"
"SAP","210091931","FI BLACKENED CRUZ CADENA","Unidad","P0592562086","020102","Collares","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021166128409","BIJOUTERIE/CABALLEROS/COLLAR/ORO CON SOLO METAL","21","BIJOUTERIE","166","CABALLEROS","128","COLLAR","409","ORO CON SOLO METAL","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091932","FI GOLD CARBON CADENA","Unidad","P0592562087","020102","Collares","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021166128409","BIJOUTERIE/CABALLEROS/COLLAR/ORO CON SOLO METAL","21","BIJOUTERIE","166","CABALLEROS","128","COLLAR","409","ORO CON SOLO METAL","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092054","FI CONFESSIONS CADENA","Unidad","P0596562089","020102","Collares","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021166128404","BIJOUTERIE/CABALLEROS/COLLAR/ORO CON CRISTALES","21","BIJOUTERIE","166","CABALLEROS","128","COLLAR","404","ORO CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091967","FI GREEN & GOLD EST ANILLOS X2","Unidad","P0595960018","020107","Otros","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165490410","BIJOUTERIE/DAMAS/ESTUCHE DE ANILLOS X2/OTROS BA#OS CON CUALQUIER INSU","21","BIJOUTERIE","165","DAMAS","490","ESTUCHE DE ANILLOS X2","410","OTROS BA#OS CON CUALQUIER INSU","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091970","FI BELLAGIO ANI","Unidad","P0593889010","020105","Anillos","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165481404","BIJOUTERIE/DAMAS/ANILLO/ORO CON CRISTALES","21","BIJOUTERIE","165","DAMAS","481","ANILLO","404","ORO CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091971","FI BLUE CRISTAL ANI","Unidad","P0593889011","020105","Anillos","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165481404","BIJOUTERIE/DAMAS/ANILLO/ORO CON CRISTALES","21","BIJOUTERIE","165","DAMAS","481","ANILLO","404","ORO CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210044838","J DRESSY ANILLO","Unidad","P0594887000","020105","Anillos","Accesorios","020201","02","ESIKA","0201","BIJOUTERIE","","","","","","","","","","","","","","","JOIA","2091211095359","NI#OS/SORTIJAS/MODERNO/C","91","NI#OS","211","SORTIJAS","095","MODERNO","359","C","","","","","28.000","39.000","41.496","0.011","38.000","Milímetro","Cm3","Kg","Bijouterie","","","","","","","","","","","Niñas","","","","Sortijas","","","","","","","","","","","","","","Verdes","","","","","","","","","","","","Moderno","","","","","","","","","","","","","Diario","","","","C","Sin Asignar","","","","Sin Asignar","Sin Asignar","","","Plata Con Esmalte","","","","","",""
"SAP","210091466","FI SILVER FOLK TREE RM EST C+A","Unidad","P0596047202","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488404","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","404","ORO CON CRISTALES","","","","","114.000","27.000","272.403","35.690","88.500","Milímetro","Cm3","Gramo","Bijouterie","","","","","","","","","","","Femenino","","","","Estuches Otros","","","Brillante","","","","","Estuche","","","","","","Verdes","","","","","","","","","","","","","","","","","","Piedras Naturales","Ninguno","","","","SILVER FOLK TREE","","","","","","","Pasador Francés","Estuche Mix 2: Arete-Collar","","","No Aplica","","","","Plata","","","","","","No"
"SAP","210091672","FI SILVER FLY GLAM RM EST C+A","Unidad","P0596047208","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488414","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/PLATA CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","414","PLATA CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","Kg","Bijouterie","","","","","","","","","","","Femenino","","","","Estuches Otros","","","Brillante","","","","","Estuche","","","","","","Transparente","","","","","","","","","","","","","","","","","","Cristales","Ninguno","","","","GOLD & FLY","","","","","","","Pasador Francés","Estuche Mix 2: Arete-Collar","","","No Aplica","","","","Plata","","","","","","No"
"SAP","210091673","FI ANASTASIA GOLD RM EST C+A","Unidad","P0596047209","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488404","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","404","ORO CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","Kg","Bijouterie","","","","","","","","","","","Femenino","","","","Estuches Otros","","","Brillante","","","","","Estuche","","","","","","Morados","","","","","","","","","","","","","","","","","","Cristales","Ninguno","","","","ANASTASIA","","","","","","","Con Poste","Estuche Mix 2: Arete-Collar","","","No Aplica","","","","Oro","","","","","",""
"SAP","210091674","FI ANASTASIA SILVER RM EST C+A","Unidad","P0596047210","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488414","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/PLATA CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","414","PLATA CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","Kg","Bijouterie","","","","","","","","","","","Femenino","","","","Estuches Otros","","","Brillante","","","","","Estuche","","","","","","Gama Azules Y Celestes","","","","","","","","","","","","","","","","","","Cristales","Ninguno","","","","ANASTASIA","","","","","","","Con Poste","Estuche Mix 2: Arete-Collar","","","No Aplica","","","","Plateado","","","","","","No"
"SAP","210091756","ESTUCHES EN GENERAL","Unidad","P0596047223","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165483416","BIJOUTERIE/DAMAS/ESTUCHE ANILLO+ARETES/PLATA CON EPOXICO","21","BIJOUTERIE","165","DAMAS","483","ESTUCHE ANILLO+ARETES","416","PLATA CON EPOXICO","","","","","0.000","0.000","0.000","0.000","0.000","","","Kg","Bijouterie","","","","","","","","","","","Femenino","","","","Aretes","","","Brillante","","","","","Colección","","","","","","Cremas","","","","","","","","","","","","Contemporaneo","","","","","","Perlas","Con Cristales","","","","KEYRA","","Día Formal","","Finart","","B","Con Poste","Pendiente Largo","","","No Aplica","Sin Asignar","","","Oro","","","","","","No"
"SAP","210091976","FI PEARL LOVE EST C+A","Unidad","P0596047227","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488407","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON PERLAS","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","407","ORO CON PERLAS","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091977","FI FALLING IN LEAF EST C+A","Unidad","P0596047232","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488405","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CUENTAS/PIEDRAS","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","405","ORO CON CUENTAS/PIEDRAS","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091978","FI MY SECRET EST C+A","Unidad","P0596047233","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488404","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","404","ORO CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091979","FI GLAMOUR LIFE EST C+A","Unidad","P0596047234","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488404","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","404","ORO CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091980","FI NI-GARA EST C+A","Unidad","P0596047235","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488405","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CUENTAS/PIEDRAS","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","405","ORO CON CUENTAS/PIEDRAS","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091981","FI LOVE ANGEL EST C+A","Unidad","P0596047236","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488405","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CUENTAS/PIEDRAS","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","405","ORO CON CUENTAS/PIEDRAS","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091982","FI PEARL PALACE EST C+A","Unidad","P0596047237","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488407","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON PERLAS","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","407","ORO CON PERLAS","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091983","FI LYRICS OF LOVE EST C+A","Unidad","P0596047238","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488407","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON PERLAS","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","407","ORO CON PERLAS","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091984","FI BLUE STARS EST C+A","Unidad","P0596047239","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488414","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/PLATA CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","414","PLATA CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091989","FI SILVER MOONLIGHT EST C+A","Unidad","P0596047243","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488414","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/PLATA CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","414","PLATA CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091990","FI MONARCH FEMME EST C+A","Unidad","P0596047244","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488404","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","404","ORO CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091994","FI MADAME BUTTERFLY EST C+A","Unidad","P0596047248","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488404","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","404","ORO CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091995","FI PEARLS AND SPARKS EST C+A","Unidad","P0596047249","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488405","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CUENTAS/PIEDRAS","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","405","ORO CON CUENTAS/PIEDRAS","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091996","FI GARDEN FLOWERS EST C+A","Unidad","P0596047250","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488407","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON PERLAS","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","407","ORO CON PERLAS","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091998","FI SILVER STARDUST C+A","Unidad","P0596047252","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488414","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/PLATA CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","414","PLATA CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210091999","FI CRISTAL FEELING EST C+A","Unidad","P0596047253","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488404","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","404","ORO CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092000","FI SILVER LAGOON EST C+A","Unidad","P0596047254","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488414","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/PLATA CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","414","PLATA CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092002","FI FLY SO HIGH EST C+A","Unidad","P0596047256","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488404","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","404","ORO CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092003","FI LUCKY OWL EST C+A","Unidad","P0596047257","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488414","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/PLATA CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","414","PLATA CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092004","FI RIVERDALE EST C+A","Unidad","P0596047258","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488407","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON PERLAS","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","407","ORO CON PERLAS","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092005","FI CONFESSIONS GLAM EST C+A","Unidad","P0596047259","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488404","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","404","ORO CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092007","FI TWO FALLS EST C+A","Unidad","P0596047261","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488404","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","404","ORO CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092008","FI WONDERLAND GLAM EST C+A","Unidad","P0596047262","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488405","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CUENTAS/PIEDRAS","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","405","ORO CON CUENTAS/PIEDRAS","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092009","FI WONDERLAND EST C+A","Unidad","P0596047263","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488405","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CUENTAS/PIEDRAS","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","405","ORO CON CUENTAS/PIEDRAS","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092010","FI SAFARI SHINE EST C+A","Unidad","P0596047264","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488414","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/PLATA CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","414","PLATA CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092011","FI LOVE & LUCK EST C+A","Unidad","P0596047265","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021165488404","BIJOUTERIE/DAMAS/ESTUCHE ARETES+COLLAR/ORO CON CRISTALES","21","BIJOUTERIE","165","DAMAS","488","ESTUCHE ARETES+COLLAR","404","ORO CON CRISTALES","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092024","FI MIDNIGHT GARDEN EST C+A","Unidad","P0596047278","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021505488406","BIJOUTERIE/NI#AS/TWEENS/ESTUCHE ARETES+COLLAR/ORO CON EPOXICO","21","BIJOUTERIE","505","NI#AS","488","TWEENS","406","ESTUCHE ARETES+COLLAR/ORO CON","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","210092026","FI HAPPY UNICORN EST C+A","Unidad","P0596047280","020106","Estuches","Accesorios","02","02","ESIKA","","","","","","","","","","","","","","","","","ESIKA ACCESORIOS","2021505488406","BIJOUTERIE/NI#AS/TWEENS/ESTUCHE ARETES+COLLAR/ORO CON EPOXICO","21","BIJOUTERIE","505","NI#AS","488","TWEENS","406","ESTUCHE ARETES+COLLAR/ORO CON","","","","","0.000","0.000","0.000","0.000","0.000","","","","Bijouterie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
