"GrupoDeAtributos","codsap","desnombrefantasiacatalogo","desnombreelementocatalogo","desnombrearticulocatalogo","descapacidadcatalogo","descapacidadcatalogo001","descapacidadcatalogo002","destallamedidacatalogo","desbeneficiosslogancatalogo","desfamiliaolfativacatalogo","desnombrelineacatalogo","descomentarioscatalogo","desmaestrocatalogo","destipoproductocatalogo","deshistoriaolfativatextoaprobado","desmodousotextoaprobado","destecnologiatextoaprobado","desbeneficioprincipal","desdisclaimerbeneficioprincipal","desbeneficiosecundario001","desdisclaimersecundario001","desbeneficiosecundario002","desdisclaimersecundario002","desbeneficiosecundario003","desdisclaimersecundario003","desbeneficiosecundario004","desdisclaimersecundario004","desbeneficiosecundario005","desdisclaimersecundario005"
"Comunicaciones","200091063","big-n-eacy","Sombras jumbo en lápiz para ojos","eacy turquoise","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","200091047","soft moves","Delineador para ojos","soft black","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","200091048","soft moves","Delineador para ojos","soft brown","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","200091049","soft moves","Delineador para ojos","soft blue","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","200091050","soft moves","Delineador para ojos","soft mora","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","200091051","soft moves","Delineador para ojos","soft green","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","200091052","soft moves","Delineador para ojos","soft pink","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","200091053","soft moves","Delineador para ojos","soft grey","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","200091054","soft moves","Delineador para ojos","soft turquoise","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","200091299","soft moves","Delineador para ojos","soft white","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","200092536","glitter eyes","Delineador de ojos con glitter","blue","1 g / 0.035 oz.","","","","efecto glitter, textura cremosa","","cy","","CYZONE PAISES","","","","","Acabado glitter","","Punta con suave textura","","Punta con suave textura","","","","","","",""
"Comunicaciones","200092537","glitter eyes","Delineador de ojos con glitter","black","1 g / 0.035 oz.","","","","efecto glitter, textura cremosa","","cy","","CYZONE PAISES","","","","","Acabado glitter","","Punta con suave textura","","Punta con suave textura","","","","","","",""
"Comunicaciones","200092538","glitter eyes","Delineador de ojos con glitter","silver","1 g / 0.035 oz.","","","","efecto glitter, textura cremosa","","cy","","CYZONE PAISES","","","","","Acabado glitter","","Punta con suave textura","","Punta con suave textura","","","","","","",""
"Comunicaciones","200092539","glitter eyes","Delineador de ojos con glitter","brown","1 g / 0.035 oz.","","","","efecto glitter, textura cremosa","","cy","","CYZONE PAISES","","","","","Acabado glitter","","Punta con suave textura","","Punta con suave textura","","","","","","",""
"Comunicaciones","200092540","glitter eyes","Delineador de ojos con glitter","turquoise","1 g / 0.035 oz.","","","","efecto glitter, textura cremosa","","cy","","CYZONE PAISES","","","","","Acabado glitter","","Punta con suave textura","","Punta con suave textura","","","","","","",""
"Comunicaciones","200092541","glitter eyes","Delineador de ojos con glitter","green","1 g / 0.035 oz.","","","","efecto glitter, textura cremosa","","cy","","CYZONE PAISES","","","","","Acabado glitter","","Punta con suave textura","","Punta con suave textura","","","","","","",""
"Comunicaciones","200093147","lash power intense","Máscara multibeneficios para pestañas","intense black","8 g / 0.27 fl. oz.","","","","+ rizado, + volumen, + largo, + color","","cy","","CYZONE PAISES","","","","","APAa prueba de agua","","CEPILLO TWISTED BRUSH EN DOBLE HÉLICE QUE ENVUELVE Y MOLDEA TUS PESTAÑAS CON SUAVIDAD.","","5 EN 1 - MÁS VOLUMEN - MÁS LARGO - COLOR INTENSO - DEFINICIÓN - RIZADO PERFECTO","","5 EN 1 - MÁS VOLUMEN - MÁS LARGO - COLOR INTENSO - DEFINICIÓN - RIZADO PERFECTO","","","","",""
"Comunicaciones","200093148","lash power intense","Máscara multibeneficios para pestañas","intense brown","8 g / 0.27 fl. oz.","","","","+ rizado, + volumen, + largo, + color","","cy","","CYZONE PAISES","","","","","APAa prueba de agua","","CEPILLO TWISTED BRUSH EN DOBLE HÉLICE QUE ENVUELVE Y MOLDEA TUS PESTAÑAS CON SUAVIDAD.","","5 EN 1 - MÁS VOLUMEN - MÁS LARGO - COLOR INTENSO - DEFINICIÓN - RIZADO PERFECTO","","5 EN 1 - MÁS VOLUMEN - MÁS LARGO - COLOR INTENSO - DEFINICIÓN - RIZADO PERFECTO","","","","",""
"Comunicaciones","200096772","power eyes","Delineador retráctil para ojos","metal brick","0.3 g","","","","","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Acabado metálico","","Acabado metálico","","","","",""
"Comunicaciones","200096773","power eyes","Delineador retráctil para ojos","metal copper","0.3 g","","","","","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Acabado metálico","","Acabado metálico","","","","",""
"Comunicaciones","200096774","power eyes","Delineador retráctil para ojos","metal gold","0.3 g","","","","","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Acabado metálico","","Acabado metálico","","","","",""
"Comunicaciones","200096775","power eyes","Delineador retráctil para ojos","metal olive","0.3 g","","","","","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Acabado metálico","","Acabado metálico","","","","",""
"Comunicaciones","200096776","power eyes","Delineador retráctil para ojos","metal sky","0.3 g","","","","","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Acabado metálico","","Acabado metálico","","","","",""
"Comunicaciones","200096777","power eyes","Delineador retráctil para ojos","metal black","0.3 g","","","","","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Acabado metálico","","Acabado metálico","","","","",""
"Comunicaciones","200096778","power eyes","Delineador retráctil para ojos","metal silver","0.3 g","","","","","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Acabado metálico","","Acabado metálico","","","","",""
"Comunicaciones","200096779","power eyes","Delineador retráctil para ojos","bold yellow","0.3 g","","","","","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Color bold","","Color bold","","","","",""
"Comunicaciones","200096780","power eyes","Delineador retráctil para ojos","bold green","0.3 g","","","","","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Color bold","","Color bold","","","","",""
"Comunicaciones","200096781","power eyes","Delineador retráctil para ojos","bold blue","0.3 g","","","","","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Color bold","","Color bold","","","","",""
"Comunicaciones","210057112","big-n-eacy","Sombras jumbo en lápiz para ojos","cyty blues","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210057113","big-n-eacy","Sombras jumbo en lápiz para ojos","fancy green","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210057115","big-n-eacy","Sombras jumbo en lápiz para ojos","cymply lily","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210057116","big-n-eacy","Sombras jumbo en lápiz para ojos","cracy brunette","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210057121","big-n-eacy","Sombras jumbo en lápiz para ojos","metalcy black","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210057125","big-n-eacy","Sombras jumbo en lápiz para ojos","metalcy fucsia","2.2 g /.077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210070003","big-n-eacy","Sombras jumbo en lápiz para ojos","eacy turquoise","2.2 g /.077 oz.","","","","textura suave y cremosa","","cy","","CYZONE COLOMBIA","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210063761","soft moves","Delineador para ojos","soft pink","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE COLOMBIA","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210063763","soft moves","Delineador para ojos","soft blue","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE COLOMBIA","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210063764","soft moves","Delineador para ojos","softgreen","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE COLOMBIA","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210063765","soft moves","Delineador para ojos","soft grey","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE COLOMBIA","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210063766","soft moves","Delineador para ojos","soft black","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE COLOMBIA","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210063767","soft moves","Delineador para ojos","soft brown","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE COLOMBIA","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210063768","soft moves","Delineador para ojos","soft turquoise","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE COLOMBIA","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210063769","soft moves","Delineador para ojos","soft sky","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE COLOMBIA","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210063770","soft moves","Delineador para ojos","soft mora","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE COLOMBIA","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210083846","twist","Delineador retráctil para ojos","black abstracyon",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210083847","twist","Delineador retráctil para ojos","pop cylver",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210083848","twist","Delineador retráctil para ojos","brown fucyon",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210083850","twist","Delineador retráctil para ojos","renascynce green",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210083851","twist","Delineador retráctil para ojos","mora aquarela",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210083852","twist","Delineador retráctil para ojos","blue watercolor",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210083854","twist","Delineador retráctil para ojos","jean twist",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210083855","twist","Delineador retráctil para ojos","purple twist",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210085094","glitter eyes","Delineador de ojos con glitter","blue","1 g / 0.035 oz.","","","","efecto glitter, textura cremosa","","cy","","CYZONE PAISES","","","","","efecto glitter, textura cremosa","","efecto glitter, textura cremosa","","","","","","","","",""
"Comunicaciones","210085095","glitter eyes","Delineador de ojos con glitter","black","1 g / 0.035 oz.","","","","efecto glitter, textura cremosa","","cy","","CYZONE PAISES","","","","","efecto glitter, textura cremosa","","efecto glitter, textura cremosa","","","","","","","","",""
"Comunicaciones","210085096","glitter eyes","Delineador de ojos con glitter","silver","1 g / 0.035 oz.","","","","efecto glitter, textura cremosa","","cy","","CYZONE PAISES","","","","","efecto glitter, textura cremosa","","efecto glitter, textura cremosa","","","","","","","","",""
"Comunicaciones","210085097","glitter eyes","Delineador de ojos con glitter","brown","1 g / 0.035 oz.","","","","efecto glitter, textura cremosa","","cy","","CYZONE PAISES","","","","","efecto glitter, textura cremosa","","efecto glitter, textura cremosa","","","","","","","","",""
"Comunicaciones","210085483","glitter eyes","Delineador de ojos con glitter","turquoise","1 g / 0.035 oz.","","","","efecto glitter, textura cremosa","","cy","","CYZONE PAISES","","","","","efecto glitter, textura cremosa","","efecto glitter, textura cremosa","","","","","","","","",""
"Comunicaciones","210085484","glitter eyes","Delineador de ojos con glitter","green","1 g / 0.035 oz.","","","","efecto glitter, textura cremosa","","cy","","CYZONE PAISES","","","","","efecto glitter, textura cremosa","","efecto glitter, textura cremosa","","","","","","","","",""
"Comunicaciones","210085407","big-n-eacy","Sombras jumbo en lápiz para ojos","cyty blues","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210085408","big-n-eacy","Sombras jumbo en lápiz para ojos","fancy green","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210085409","big-n-eacy","Sombras jumbo en lápiz para ojos","cymply lily","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210085410","big-n-eacy","Sombras jumbo en lápiz para ojos","cracy brunette","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210085411","big-n-eacy","Sombras jumbo en lápiz para ojos","metalcy black","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210085412","big-n-eacy","Sombras jumbo en lápiz para ojos","metalcy fucsia","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210085413","big-n-eacy","Sombras jumbo en lápiz para ojos","eacy turquoise","2.2 g / .077 oz.","","","","textura suave y cremosa","","cy","","CYZONE PAISES","","","","","textura suave y cremosa","","textura suave y cremosa","","","","","","","","",""
"Comunicaciones","210085428","twist","Delineador retráctil para ojos","black abstracyon",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210085429","twist","Delineador retráctil para ojos","brown fucyon",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210085430","twist","Delineador retráctil para ojos","pop cylver",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210085431","twist","Delineador retráctil para ojos","purple twist",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210085432","twist","Delineador retráctil para ojos","blue watercolor",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210085433","twist","Delineador retráctil para ojos","jean twist",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210085434","twist","Delineador retráctil para ojos","mora aquarela",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210085435","twist","Delineador retráctil para ojos","renascynce green",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210085436","soft moves","Delineador para ojos","soft black","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210085437","soft moves","Delineador para ojos","soft brown","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210085438","soft moves","Delineador para ojos","soft blue","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210085439","soft moves","Delineador para ojos","soft mora","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210085440","soft moves","Delineador para ojos","soft green","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210085441","soft moves","Delineador para ojos","soft pink","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210085442","soft moves","Delineador para ojos","soft grey","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210085443","soft moves","Delineador para ojos","soft turquoise","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210086372","soft moves","Delineador para ojos","soft white","1.4 g / .05 oz.","","","","punta suave y desliza fácil","","cy","","CYZONE PAISES","","","","","Punta con suave textura","","Punta con suave textura","","","","","","","","",""
"Comunicaciones","210089230","brow pen","Delineador de cejas","dark brown","0.23 g","","","","","","cy","","CYZONE PAISES","","","","","Cejas perfectas y naturales","","Cejas perfectas y naturales","","","","","","","","",""
"Comunicaciones","210089231","brow pen","Delineador de cejas","medium brown","0.23 g","","","","","","cy","","CYZONE PAISES","","","","","Cejas perfectas y naturales","","Cejas perfectas y naturales","","","","","","","","",""
"Comunicaciones","210089233","brow pen","Delineador de cejas","burgundy","0.23 g","","","","","","cy","","CYZONE PAISES","","","","","Cejas perfectas y naturales","","Cejas perfectas y naturales","","","","","","","","",""
"Comunicaciones","210089234","brow pen","Delineador de cejas","blonde","0.23 g","","","","","","cy","","CYZONE PAISES","","","","","Cejas perfectas y naturales","","Cejas perfectas y naturales","","","","","","","","",""
"Comunicaciones","210089235","brow pen","Delineador de cejas","dark brown","0.23 g","","","","","","cy","","CYZONE PAISES","","","","","Cejas perfectas y naturales","","Cejas perfectas y naturales","","","","","","","","",""
"Comunicaciones","210089236","brow pen","Delineador de cejas","medium brown","0.23 g","","","","","","cy","","CYZONE PAISES","","","","","Cejas perfectas y naturales","","Cejas perfectas y naturales","","","","","","","","",""
"Comunicaciones","210089237","brow pen","Delineador de cejas","burgundy","0.23 g","","","","","","cy","","CYZONE PAISES","","","","","Cejas perfectas y naturales","","Cejas perfectas y naturales","","","","","","","","",""
"Comunicaciones","210089238","brow pen","Delineador de cejas","blonde","0.23 g","","","","","","cy","","CYZONE PAISES","","","","","Cejas perfectas y naturales","","Cejas perfectas y naturales","","","","","","","","",""
"Comunicaciones","200076346","line 4 ever pincel","Delineador para ojos punta pincel","black","3 ml / .10 fl. oz.","","","","delineado a prueba de agua","","cy","","CYZONE COLOMBIA","","","","","APA a prueba de agua","","Punta pincel","","Punta pincel","","","","","","",""
"Comunicaciones","200076347","line 4 ever pincel","Delineador para ojos punta pincel","brown","3 ml / .10 fl. oz.","","","","delineado a prueba de agua","","cy","","CYZONE COLOMBIA","","","","","APA a prueba de agua","","Punta pincel","","Punta pincel","","","","","","",""
"Comunicaciones","200076508","volumanía curve","Máscara para pestañas volumen y rizado cero retoques*","black","10 g / 0.35 oz.","","","","volumen extremo y rizado resistente","","cy","","CYZONE COLOMBIA","","","","","APA a prueba de agua","","CEPILLO EXTRA CURVO QUE PEINA, SEPARA Y DEFINE PESTAÑAS MAXIMIZANDO EL RIZADO HASTA POR 16 HORAS CON CERO RETOQUEs.","","FÓRMULA RIZOFLEX CREA UNA PELÍCULA RESISTENTE QUE ASEGURA LA DURACIÓN DEL RIZADO Y AUMENTA EL VOLUMEN.","","Volumen extremo","","Volumen extremo","","",""
"Comunicaciones","210060937","twist","Delineador retráctil para ojos","mora aquarela",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210060938","twist","Delineador retráctil para ojos","blue watercolor",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE PAISES","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","210066385","twist","Delineador retráctil para ojos","lemon twist",".25 g / .008 oz.","","","","no necesitas sacarle punta, larga duración","","cy","","CYZONE COLOMBIA","","","","","Punta retráctil: gíralo para usarlo","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","Textura cremosa para un delineado con cobertura pareja desde la primera pasada.","","","","","","",""
"Comunicaciones","200058290","mad 4 color","Labial full color*","redsquizofrenia","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200064538","mad 4 color","Labial full color*","malice red","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200083833","mad 4 color","Labial full color*","exentrik rose","4 g / .14 oz.","","","","full color","","cy","","CYZONE COLOMBIA","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200083834","mad 4 color","Labial full color*","cherry maniak","4 g / .14 oz.","","","","full color","","cy","","CYZONE COLOMBIA","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200085317","mad 4 color","Labial full color*","coral frenetik","4 g / .14 oz.","","","","full color","","cy","","CYZONE COLOMBIA","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200085318","mad 4 color","Labial full color*","red psycho","4 g / .14 oz.","","","","full color","","cy","","CYZONE COLOMBIA","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200085319","mad 4 color","Labial full color*","wine lunatik","4 g / .14 oz.","","","","full color","","cy","","CYZONE COLOMBIA","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200085320","mad 4 color","Labial full color*","nude mind","4 g / .14 oz.","","","","full color","","cy","","CYZONE COLOMBIA","","","","","full color","","full color","","","","","","","","",""
