"grupodeatributos","codsap","desproductosap","unidadmedidabase","codproducto","codgrupoarticulo","desgrupoarticulo","codunidadnegocio","codjerq01","codmarca","desmarca","codigonegocio","desnegocio","codatributo1","desatributo1","codatributo2","desatributo2","codatributo3","desatributo3","peticionborrado","tipoean","codean13","codcuc","descripcioncuc","codcuctono","descripcioncuctono","codlinea","deslinea","codjerq02","desjerq02","codcategoria","descategoria","codsubcategoria","dessubcategoria","codtipo","destipo","codsubtipo","dessubtipo","codproductogenerico","desproductogenerico","codproductosupergenerico","desproductosupergenerico","largo","ancho","Volumen","pesobruto","alto","unidadlongitud","unidadvolumen","unidadpeso","codclasemkt","aplicacionlugaruso","beneficio","descaracteristicabulk","edadobjetivo","familiafragancia","gama","grupoproductoac","mercado","presentacionenvase","sexo","sexoedadobjetivo","teoriacolor","tipoestuche","tipopielcabello","tipoproducto","contenidoneto","umcontenido","acabadoaccessorios","acabadocajareloj","acabadoluna","adicional","caracteristicastirasasas","caracteristicasbijouterie","cierrecomplementos","clasificacionproductos","colorcorrea","colorluna","colormarco","colortono","colortonocajareloj","detallecaja","detalleespecifi","detalleproducto","detallesuela","detallebrazo","detallemarcolentes","dialacabado","colorreloj","disenocomplementos","tipoestampado","estiloaccesorio","estiloropa","formacaja","grosorbrazo","GrupoProductosHogar","insumocajareloj","insumomaterialprimario","insumocomplementario","materialcajareloj","modelolentes","niveles","nombregenericoaccesorio","nombregenerico","ocasionusoaccesorio","ocasionusoropa","origenaccesorio","tipoplaneacion","posicionamiento","presentacionforma","rotulosfila","subtipoprodhogar","subtipoprodcomplementos","tallatamano","tema","tematico","tipoluna","tipomaterial","tipomaterialropacalzado","tipomaterialbrazolente","tipotirasasas","tipologiareloj","tirasasas","versatilidad"
"SAP","200094946","LB BIO TF CREMA HIDR V2 30ML","Unidad","P0080034057","0104","Tratamiento Facial","Cosméticos","01010400040006","01","L'BEL","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0006","HUMECTANTE","","","","","","200094946","LB BIO TF CREMA HIDR V2 30ML","","","","BIO TRATAMIENTO FACIAL","1410156040213","TRATAMIENTO FACIAL/PARA ROSTRO/HUMECTANTES/P-MUJER TODOTIPODECUTIS-NORMAL","10","TRATAMIENTO FACIAL","156","PARA ROSTRO","040","HUMECTANTES","213","P-MUJER TODOTIPODECUTIS-NORMAL","","","","","46.000","35.000","0.227","147.500","141.000","Milímetro","Dm3","Gramo","Trat_Facial","Rostro","Hidratante","Crema","","","","","Humectante","","Femenino","","","","Todo Tipo De Cutis","Humectante","30.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094947","LB BIO TF CR NUTRITIVA V2 50G","Unidad","P0080034058","0104","Tratamiento Facial","Cosméticos","01010400040011","01","L'BEL","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0011","NUTRITIVA / REVITALIZADORA","","","","","","200094947","LB BIO TF CR NUTRITIVA V2 50G","","","","BIO TRATAMIENTO FACIAL","1410156041213","TRATAMIENTO FACIAL/PARA ROSTRO/NUTRITIVAS REVITALIZADORA/P-MUJER TODOTIPODECUTIS-NO","10","TRATAMIENTO FACIAL","156","PARA ROSTRO","041","NUTRITIVAS REVITALIZADORA","213","P-MUJER TODOTIPODECUTIS-NO","","","","","76.000","63.000","0.297","220.000","62.000","Milímetro","Dm3","Gramo","Trat_Facial","Rostro","Elimina Arrugas","Crema","","","","","Nutritiva/Revitalizadora","","Femenino","","","","Todo Tipo De Cutis","Nutritiva / Revitalizadora","50.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094949","LB BIO TF HIDRA TS V2 5ML","Unidad","P0080034060","0104","Tratamiento Facial","Cosméticos","01010400040010","01","L'BEL","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200094949","LB BIO TF HIDRA TS V2 5ML","","","","BIO TRATAMIENTO FACIAL","1412057040230","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/HUMECTANTES/TRIAL SIZE","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","040","HUMECTANTES","230","TRIAL SIZE","","","","","32.500","26.500","61.149","15.000","71.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Hidratante","Crema","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","5.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094950","LB BIO TF CR NUTRI TS V2 5ML","Unidad","P0080034061","0104","Tratamiento Facial","Cosméticos","01010400040010","01","L'BEL","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200094950","LB BIO TF CR NUTRI TS V2 5ML","","","","BIO TRATAMIENTO FACIAL","1412057041230","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/NUTRITIVAS REVITALIZADORA/TRIAL SIZE","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","041","NUTRITIVAS REVITALIZADORA","230","TRIAL SIZE","","","","","32.500","26.500","61.149","15.000","71.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Elimina Arrugas","Crema","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","5.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094951","LB BIO KIT HID+NUTR V2 2UN","Unidad","P0080034062","0104","Tratamiento Facial","Cosméticos","01010400040010","01","L'BEL","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200094951","LB BIO KIT HID+NUTR V2 2UN","","","","BIO TRATAMIENTO FACIAL","1412057307230","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/ESTUCHES MIXTOS/TRIAL SIZE","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","307","ESTUCHES MIXTOS","230","TRIAL SIZE","","","","","115.000","42.000","0.580","120.000","120.000","Milímetro","Dm3","Gramo","Trat_Facial","Rostro","Varios","Sin Asignar","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","2.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094973","LB BIO TF SUERO NUTR V3 30ML","Unidad","P0080034070","0104","Tratamiento Facial","Cosméticos","01010400040011","01","L'BEL","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0011","NUTRITIVA / REVITALIZADORA","","","","","","200094973","LB BIO TF SUERO NUTR V3 30ML","","","","BIO TRATAMIENTO FACIAL","1410156041213","TRATAMIENTO FACIAL/PARA ROSTRO/NUTRITIVAS REVITALIZADORA/P-MUJER TODOTIPODECUTIS-NO","10","TRATAMIENTO FACIAL","156","PARA ROSTRO","041","NUTRITIVAS REVITALIZADORA","213","P-MUJER TODOTIPODECUTIS-NO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Elimina Arrugas","Aceite","","","","","Nutritiva/Revitalizadora","","Femenino","","","","Todo Tipo De Cutis","Nutritiva / Revitalizadora","30.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095834","ES OXY SUP 30+ HID FPS20 42ML","Unidad","P0422270014","0104","Tratamiento Facial","Cosméticos","02010400040006","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0006","HUMECTANTE","","","","","","200095834","ES OXY SUP 30+ HID FPS20 42ML","","","","OMAR","1410156040213","TRATAMIENTO FACIAL/PARA ROSTRO/HUMECTANTES/P-MUJER TODOTIPODECUTIS-NORMAL","10","TRATAMIENTO FACIAL","156","PARA ROSTRO","040","HUMECTANTES","213","P-MUJER TODOTIPODECUTIS-NORMAL","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Hidratante","Crema","","","","","Humectante","","Femenino","","","","Todo Tipo De Cutis","Humectante","42.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095838","ES OXY SUP HID 30+ TRIA 5ML","Unidad","P0422270016","0104","Tratamiento Facial","Cosméticos","02010400040010","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200095838","ES OXY SUP HID 30+ TRIA 5ML","","","","OMAR","1412057040230","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/HUMECTANTES/TRIAL SIZE","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","040","HUMECTANTES","230","TRIAL SIZE","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Hidratante","Crema","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","5.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095839","ES OXY SUP HID 30+ SACH 1 ML","Unidad","P0422270017","0104","Tratamiento Facial","Cosméticos","02010400040010","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200095839","ES OXY SUP HID 30+ SACH 1 ML","","","","OMAR","1412057040276","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/HUMECTANTES/SACHET SIN ENCARTAR","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","040","HUMECTANTES","276","SACHET SIN ENCARTAR","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Hidratante","Crema","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","1.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095843","ES OXY SUP NUTR 30+ 42G","Unidad","P0422270024","0104","Tratamiento Facial","Cosméticos","02010400040011","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0011","NUTRITIVA / REVITALIZADORA","","","","","","200095843","ES OXY SUP NUTR 30+ 42G","","","","OMAR","1410156041213","TRATAMIENTO FACIAL/PARA ROSTRO/NUTRITIVAS REVITALIZADORA/P-MUJER TODOTIPODECUTIS-NO","10","TRATAMIENTO FACIAL","156","PARA ROSTRO","041","NUTRITIVAS REVITALIZADORA","213","P-MUJER TODOTIPODECUTIS-NO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Multifuncional","Crema","","","","","Nutritivas/Revitalizadoras Ae","","Femenino","","","","Todo Tipo De Cutis","Nutritiva / Revitalizadora","42.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095850","ES OXY SUP 45+ HID FPS20 42ML","Unidad","P0422270029","0104","Tratamiento Facial","Cosméticos","02010400040006","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0006","HUMECTANTE","","","","","","200095850","ES OXY SUP 45+ HID FPS20 42ML","","","","OMAR","1410036040213","TRATAMIENTO FACIAL/PARA LABIOS/HUMECTANTES/P-MUJER TODOTIPODECUTIS-NORMAL","10","TRATAMIENTO FACIAL","036","PARA LABIOS","040","HUMECTANTES","213","P-MUJER TODOTIPODECUTIS-NORMAL","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Hidratante","Crema","","","","","Humectante","","Femenino","","","","Todo Tipo De Cutis","Humectante","42.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095852","ES OXY SUP HID 45+ TRIA 5ML","Unidad","P0422270031","0104","Tratamiento Facial","Cosméticos","02010400040010","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200095852","ES OXY SUP HID 45+ TRIA 5ML","","","","OMAR","1412057040230","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/HUMECTANTES/TRIAL SIZE","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","040","HUMECTANTES","230","TRIAL SIZE","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Hidratante","Crema","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","5.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095853","ES OXY SUP HID 45+ SACH 1 ML","Unidad","P0422270032","0104","Tratamiento Facial","Cosméticos","02010400040010","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200095853","ES OXY SUP HID 45+ SACH 1 ML","","","","OMAR","1412057040276","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/HUMECTANTES/SACHET SIN ENCARTAR","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","040","HUMECTANTES","276","SACHET SIN ENCARTAR","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Hidratante","Crema","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","1.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095855","ES OXY SUP NUTR 45+ 42G","Unidad","P0422270039","0104","Tratamiento Facial","Cosméticos","02010400040011","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0011","NUTRITIVA / REVITALIZADORA","","","","","","200095855","ES OXY SUP NUTR 45+ 42G","","","","OMAR","1410156041213","TRATAMIENTO FACIAL/PARA ROSTRO/NUTRITIVAS REVITALIZADORA/P-MUJER TODOTIPODECUTIS-NO","10","TRATAMIENTO FACIAL","156","PARA ROSTRO","041","NUTRITIVAS REVITALIZADORA","213","P-MUJER TODOTIPODECUTIS-NO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Multifuncional","Crema","","","","","Nutritiva/Revitalizadora","","Femenino","","","","Todo Tipo De Cutis","Nutritiva / Revitalizadora","42.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095857","ES OXY SUP NUT 45+ TRIA 5 G","Unidad","P0422270041","0104","Tratamiento Facial","Cosméticos","02010400040010","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200095857","ES OXY SUP NUT 45+ TRIA 5 G","","","","OMAR","1412057041230","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/NUTRITIVAS REVITALIZADORA/TRIAL SIZE","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","041","NUTRITIVAS REVITALIZADORA","230","TRIAL SIZE","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Multifuncional","Crema","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","5.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095858","ES OXY SUP NUT 45+ SACH 1 G","Unidad","P0422270042","0104","Tratamiento Facial","Cosméticos","02010400040010","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200095858","ES OXY SUP NUT 45+ SACH 1 G","","","","OMAR","1412057041276","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/NUTRITIVAS REVITALIZADORA/SACHET SIN ENCARTA","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","041","NUTRITIVAS REVITALIZADORA","276","SACHET SIN ENCARTA","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Multifuncional","Crema","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","1.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095921","ES OXY SUP NUT 30+ TRIA 5 G","Unidad","P0422270026","0104","Tratamiento Facial","Cosméticos","02010400040010","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200095921","ES OXY SUP NUT 30+ TRIA 5 G","","","","OMAR","1412057041230","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/NUTRITIVAS REVITALIZADORA/TRIAL SIZE","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","041","NUTRITIVAS REVITALIZADORA","230","TRIAL SIZE","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Multifuncional","Crema","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","5.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095923","ES OXY SUP NUT 30+ SACH 1 G","Unidad","P0422270027","0104","Tratamiento Facial","Cosméticos","02010400040010","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200095923","ES OXY SUP NUT 30+ SACH 1 G","","","","OMAR","1412057041276","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/NUTRITIVAS REVITALIZADORA/SACHET SIN ENCARTA","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","041","NUTRITIVAS REVITALIZADORA","276","SACHET SIN ENCARTA","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Multifuncional","Crema","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","1.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200096860","ES OXY SUP KIT 30+ TSIZE 3UN","Unidad","P0422270044","0104","Tratamiento Facial","Cosméticos","02010400040010","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200096860","ES OXY SUP KIT 30+ TSIZE 3UN","","","","OMAR","1412057307230","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/ESTUCHES MIXTOS/TRIAL SIZE","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","307","ESTUCHES MIXTOS","230","TRIAL SIZE","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Varios","Sin Asignar","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","3.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200096861","ES OXY SUP KIT 45+ TSIZE 3UN","Unidad","P0422270045","0104","Tratamiento Facial","Cosméticos","02010400040010","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200096861","ES OXY SUP KIT 45+ TSIZE 3UN","","","","OMAR","1412057307230","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/ESTUCHES MIXTOS/TRIAL SIZE","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","307","ESTUCHES MIXTOS","230","TRIAL SIZE","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Varios","Sin Asignar","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","3.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097378","ES MULTICR REPA CR REFILL750ML","Unidad","P0417276812","0105","Tratamiento Corporal","Cosméticos","02010500020006","02","ESIKA","0105","TRATAMIENTO CORPORAL","0002","CUERPO","0006","LOCION / CREMA","","","","","","200097378","ES MULTICR REPA CR REFILL750ML","","","","MULTICREM/BODYCREAM","1509019383018","TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/LOCIONES CREMAS","09","TRATAMIENTO CORPORAL","019","CUERPO","383","HUMECTANTES-NUTRITIVAS","018","LOCIONES CREMAS","","","","","240.000","150.000","2.520","786.000","70.000","Milímetro","Dm3","Gramo","Trat_Corporal","Cuerpo","Humectante","Crema","","","","","Crema/Loc Corporal","Doypack","Unisex","","","","Todo Tipo De Piel","Locion / Crema","750.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097640","ES MULTICARE EXCLUSIVO CO 1LT","Unidad","P0401000009","0105","Tratamiento Corporal","Cosméticos","02010500020006","02","ESIKA","0105","TRATAMIENTO CORPORAL","0002","CUERPO","0006","LOCION / CREMA","","","","","","200050748","MULTICREM NUTRIENTS X 1000 ML","","","","MULTICARE","1509019383018","TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/LOCIONES CREMAS","09","TRATAMIENTO CORPORAL","019","CUERPO","383","HUMECTANTES-NUTRITIVAS","018","LOCIONES CREMAS","","","","","100.000","80.000","2320.000","0.000","290.000","Milímetro","Cm3","Gramo","Trat_Corporal","Cuerpo","Humectante","Crema","","","","","Crema/Loc Corporal","Frasco Con Pump / Spray","Femenino","","","","Todo Tipo De Piel","Locion / Crema","1.0","L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097641","ES MULTICARE EXCLUSIVO PE 1LT","Unidad","P0401000010","0105","Tratamiento Corporal","Cosméticos","02010500020006","02","ESIKA","0105","TRATAMIENTO CORPORAL","0002","CUERPO","0006","LOCION / CREMA","","","","","","200050748","MULTICREM NUTRIENTS X 1000 ML","","","","MULTICARE","1509019383018","TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/LOCIONES CREMAS","09","TRATAMIENTO CORPORAL","019","CUERPO","383","HUMECTANTES-NUTRITIVAS","018","LOCIONES CREMAS","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Corporal","Cuerpo","Humectante","Crema","","","","","Crema/Loc Corporal","Frasco Con Pump / Spray","Femenino","","","","Todo Tipo De Piel","Locion / Crema","1.0","L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200096723","ES MIA LOC PERF 150 ML","Unidad","P0439019002","0105","Tratamiento Corporal","Cosméticos","02010500020006","02","ESIKA","0105","TRATAMIENTO CORPORAL","0002","CUERPO","0006","LOCION / CREMA","","","","","","200096723","ES MIA LOC PERF 150 ML","","","","MIA","1509019383055","TRATAMIENTO CORPORAL/CUERPO/HUMECTANTES-NUTRITIVAS/LOCIONES PERFUMADAS","09","TRATAMIENTO CORPORAL","019","CUERPO","383","HUMECTANTES-NUTRITIVAS","055","LOCIONES PERFUMADAS","","","","","79.000","50.000","592.500","177.000","150.000","Milímetro","Cm3","Gramo","Trat_Corporal","Cuerpo","Humectante","Locion","","","","","Crema/Loc Corporal","Tubo","Femenino","","","","Todo Tipo De Piel","Locion / Crema","150.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098753","LB BOTANOLOGY SA ENC MANO X3","Unidad","P0400000026","0105","Tratamiento Corporal","Cosméticos","01010500030008","01","L'BEL","0105","TRATAMIENTO CORPORAL","0003","MANOS","0008","MUESTRA","","","","","","","","","","","BIO TRATAMIENTO CORPORAL","1512056383275","MUESTRAS COSMETICOS/TRATAMIENTO CORPORAL/HUMECTANTES-NUTRITIVAS/SACHET ENCARTADO","12","MUESTRAS COSMETICOS","056","TRATAMIENTO CORPORAL","383","HUMECTANTES-NUTRITIVAS","275","SACHET ENCARTADO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Corporal","Manos","Humectante","Crema","","","","","Muestras Cosm Trat Corp","Sachet","Femenino","","","","Todo Tipo De Piel","Muestra","3.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097990","ES OXY SUP 30+ SA ENCARTADO X3","Unidad","P0422034003","0104","Tratamiento Facial","Cosméticos","02010400040010","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200097990","ES OXY SUP 30+ SA ENCARTADO X3","","","","OMAR","1412057041275","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/NUTRITIVAS REVITALIZADORA/SACHET ENCARTADO","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","041","NUTRITIVAS REVITALIZADORA","275","SACHET ENCARTADO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Multifuncional","Crema","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","3.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097991","ES OXY SUP 45+ SA ENCARTADO X3","Unidad","P0422034004","0104","Tratamiento Facial","Cosméticos","02010400040010","02","ESIKA","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200097991","ES OXY SUP 45+ SA ENCARTADO X3","","","","OMAR","1412057041275","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/NUTRITIVAS REVITALIZADORA/SACHET ENCARTADO","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","041","NUTRITIVAS REVITALIZADORA","275","SACHET ENCARTADO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Rostro","Multifuncional","Crema","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","3.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097199","LB BIORENO KIT TS BR 3 UN","Unidad","P0080274006","0104","Tratamiento Facial","Cosméticos","01010400040007","01","L'BEL","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0007","LIMPIADORA / DEMAQUILLADORA","","","","BC","7899490541734","200093683","LB BIORENO KIT TS 3 UN","","","","BIO TRATAMIENTO FACIAL","1412057307230","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/ESTUCHES MIXTOS/TRIAL SIZE","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","307","ESTUCHES MIXTOS","230","TRIAL SIZE","","","","","115.000","42.000","0.580","120.000","120.000","Milímetro","Dm3","Gramo","Trat_Facial","Rostro","Varios","Liquido","","","","","Trat. Facial Estuche","","Femenino","","","","Sin Asignar","Estuche","3.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
