"grupodeatributos","codsap","desnombrefantasiacatalogo","desnombreelementocatalogo","desnombrearticulocatalogo","descapacidadcatalogo","descapacidadcatalogo001","descapacidadcatalogo002","destallamedidacatalogo","desbeneficiosslogancatalogo","desfamiliaolfativacatalogo","desnombrelineacatalogo","descomentarioscatalogo","desmaestrocatalogo","destipoproductocatalogo","deshistoriaolfativatextoaprobado","desmodousotextoaprobado","destecnologiatextoaprobado","desbeneficioprincipal","desdisclaimerbeneficioprincipal","desbeneficiosecundario001","desdisclaimersecundario001","desbeneficiosecundario002","desdisclaimersecundario002","desbeneficiosecundario003","desdisclaimersecundario003","desbeneficiosecundario004","desdisclaimersecundario004","desbeneficiosecundario005","desdisclaimersecundario005"
"Comunicaciones","210093065","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200099929","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200099930","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210093097","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","200099957","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210074317","","CY1713STICKERS WANT YOU (vienen con el perfume)","CY1713STICKERS WANT YOU","","","","","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210080647","","Emergency pills","CY REGALO EMERGENCY PILLS","","","En aluminio, plástico y píldoras de gel. Medidas aprox frasco.:  4.2 x 4.2 x9 cm / 1.6 x 1.6 x 3.5”","En aluminio, plástico y píldoras de gel. Medidas aprox frasco.:  4.2 x 4.2 x9 cm / 1.6 x 1.6 x 3.5”","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210091450","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210041028","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210092787","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210067107","","Set de escritorio twist","cy0312 set escrito twist verde","","","6 x 8 cm / 2.4 x3.2""","6 x 8 cm / 2.4 x3.2""","","","","","CYZONE PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","210069045","","Zapatillas polky walky","cy1012 polky walk z 36/6/24","","","","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210069046","","Zapatillas polky walky","cy1012 polky walk z 37/6.5/25","","","","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210069047","","Zapatillas polky walky","cy1012 polky walk z38/7.5/25.5","","","","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210069048","","Zapatillas polky walky","cy1012 polky walk z 39/8.5/26","","","","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072210","","Ballerinas studsteps","CY1013 STUDSTEPS B 35/5/23.5","","","","35","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072211","","Ballerinas studsteps","CY1013 STUDSTEPS B 36/6/24","","","","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072212","","Ballerinas studsteps","CY1013 STUDSTEPS B 37/6.5/25","","","","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072213","","Ballerinas studsteps","CY1013 STUDSTEPS B 38/7.5/25.5","","","","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072214","","Ballerinas studsteps","CY1013 STUDSTEPS B 39/8.5/26","","","","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072234","","Zapatillas penny lane","CY1213 PENNY LANE ZA 35/5/23.5","","","","35","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072245","","Zapatillas penny lane","CY1213 PENNY LANE ZA 36/6/24","","","","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072246","","Zapatillas penny lane","CY1213 PENNY LANE ZA 37/6.5/25","","","","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072247","","Zapatillas penny lane","CY1213 PENNY LANE Z38/7.5/25.5","","","","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072248","","Zapatillas penny lane","CY1213 PENNY LANE ZA 39/8.5/26","","","","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072646","","Tennis amazed","CY1413 AMAZED ZAPAT 36/6/24","","","","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072647","","Tennis amazed","CY1413 AMAZED ZAPAT 37/6.5/25","","","","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072648","","Tennis amazed","CY1413 AMAZED ZAPAT38/7.5/25.5","","","","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072649","","Tennis amazed","CY1413 AMAZED ZAPAT 39/8.5/26","","","","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072850","","Zapatillas runway","CY1713 RUNWAY ZAPAT 36/6/24","","","","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072851","","Zapatillas runway","CY1713 RUNWAY ZAPAT 37/6.5/25","","","","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072852","","Zapatillas runway","CY1713 RUNWAY ZAPAT38/7.5/25.5","","","","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072853","","Zapatillas runway","CY1713 RUNWAY ZAPAT 39/8.5/26","","","","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210073165","","Tenis up high","CY1513 UP HIGH ZAPA 37/6.5/25","","","","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210073166","","Tenis up high","CY1513 UP HIGH ZAPA38/7.5/25.5","","","","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210073167","","Tenis up high","CY1513 UP HIGH ZAPA 39/8.5/26","","","","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074073","","Zapatos miss chic","CY0214 MISS CHIC BALLE 36/6/24","","","De material tipo gamuza con brillos.","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074074","","Zapatos miss chic","CY0214 MISS CHIC BALL37/6.5/25","De material tipo gamuza con brillos.","","De material tipo gamuza con brillos.","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074075","","Zapatos miss chic","CY0214 MISS CHIC BA38/7.5/25.5","De material tipo gamuza con brillos.","","De material tipo gamuza con brillos.","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074076","","Zapatos miss chic","CY0214 MISS CHIC BALL39/8.5/26","De material tipo gamuza con brillos.","","De material tipo gamuza con brillos.","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074082","","Zapatos strap glam","CY0514 NIGHT OUT TACO 36/6/24","De material tipo gamuza y tipo cuero.","","De material tipo gamuza y tipo cuero.","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074083","","Zapatos strap glam","CY0514 NIGHT OUT TAC 37/6.5/25","De material tipo gamuza y tipo cuero.","","De material tipo gamuza y tipo cuero.","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074084","","Zapatos strap glam","CY0514 NIGHT OUT TA38/7.5/25.5","De material tipo gamuza y tipo cuero.","","De material tipo gamuza y tipo cuero.","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074085","","Zapatos strap glam","CY0514 NIGHT OUT TACO39/8.5/26","De material tipo gamuza y tipo cuero.","","De material tipo gamuza y tipo cuero.","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074180","","Sandalias step up","CY0114S7.5-8.5/40-42/6-7/39-40","","","","","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074181","","Sandalias step up","CY0114S 9-10/43-44/7.5-9/41-42","","","","","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074182","","Sandalias step up","CY0114S11-12/45-47/10-11/43-44","","","","","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210075840","","Cy fit zapatillas citadin","CY1714 CFCITADIN Z 36/6/24","","","De tela y suela de pvc.","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210075842","","Cy fit zapatillas citadin","CY1714 CFCITADIN Z 38/7.5/25.5","","","De tela y suela de pvc.","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210075843","","Cy fit zapatillas citadin","CY1714 CFCITADIN Z 39/8.5/26","","","De tela y suela de pvc.","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210075841","","Cy fit zapatillas citadin","CY1714 CFCITADIN Z 37/6.5/25","","","De tela y suela de pvc.","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210075847","","Zapatillas personalize","CY0714 PERSONALIZ Z 39/8.5/26","","","En canvas, poliéster y suela de caucho.","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210075845","","Zapatillas personalize","CY0714 PERSONALIZE Z 37/6.5/25","","","En canvas, poliéster y suela de caucho.","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210079782","","Tacos belt","BELT POLY TACOS 36/6/24","","","En velvet y correa tipo cuero. Taco 10.5","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210079783","","Tacos belt","BELT POLY TACOS 37/7/25","","","En velvet y correa tipo cuero. Taco 10.5","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210079784","","Tacos belt","BELT POLY TACOS 38/8/25.5","","","En velvet y correa tipo cuero. Taco 10.5","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210079785","","Tacos belt","BELT POLY TACOS 39/9/26","","","En velvet y correa tipo cuero. Taco 10.5","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210079790","","Tacos fancy steps","FANCY STEPS TACOS 36/6/24","","","En textil con pu. Taco 9.","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210079791","","Tacos fancy steps","FANCY STEPS TACOS 37/7/25","","","En textil con pu. Taco 9.","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210079792","","Tacos fancy steps","FANCY STEPS TACOS 38/8/25.5","","","En textil con pu. Taco 9.","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210079793","","Tacos fancy steps","FANCY STEPS TACOS 39/9/26","","","En textil con pu. Taco 9.","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210081210","","Ballerinas street style","STREETSTYLE BALERINAS 36/6/24","","","Material tipo cuero y poliéster.","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210081211","","Ballerinas street style","STREETSTYLE BALERINAS 37/7/25","","","Material tipo cuero y poliéster.","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210081212","","Ballerinas street style","STREETSTYLE BALERINAS38/8/25.5","","","Material tipo cuero y poliéster.","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210081213","","Ballerinas street style","STREETSTYLE BALERINAS 39/9/26","","","Material tipo cuero y poliéster.","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210081222","","Tacos party","PARTY TACOS 36/6/24","","","Material tipo cuero.","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210081223","","Tacos party","PARTY TACOS 37/7/25","","","Material tipo cuero.","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210081225","","Tacos party","PARTY TACOS 39/9/26","","","Material tipo cuero.","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210081224","","Tacos party","PARTY TACOS 38/8/25.5","","","Material tipo cuero.","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210071703","","Zapatillas hot step","CY0713 HOT SEP ZAP 35/5/23.5","","","35","35","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210071704","","Zapatillas hot step","CY0713 HOT SEP ZAP 36/6/24","","","36","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210071705","","Zapatillas hot step","CY0713 HOT SEP ZAP 37/6.5/25","","","37","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074078","","Zapatillas urban walk","CY0414 URBAN WALK ZAP36/6/24","De material tipo cuero y tela.","","De material tipo cuero y tela.","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074079","","Zapatillas urban walk","CY0414 URBAN WALK ZAP37/6.5/25","De material tipo cuero y tela.","","De material tipo cuero y tela.","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074080","","Zapatillas urban walk","CY0414 URBAN WALK Z38/7.5/25.5","De material tipo cuero y tela.","","De material tipo cuero y tela.","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074081","","Zapatillas urban walk","CY0414 URBAN WALK ZAP39/8.5/26","De material tipo cuero y tela.","","De material tipo cuero y tela.","39","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210075848","","Zapatillas heels","CY0914 HEELS ZAPA 36/6/24","","","","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210077166","","Sandalias bands","CY1814 BANDS SANDALIA 36/37","","","Suela de caucho EVA.","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210075857","","Zapatos le studs","CY1214 LE STUDS TC 37/6.5/25","","","Material tipo gamuza con tachas.","37","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210075858","","Zapatos le studs","CY1214 LE STUDS TC 38/7.5/25.5","","","Material tipo gamuza con tachas.","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210077148","","Zapatillas printz","CY1314 PRINTZ ZAPA 36/6/24","","","","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210081218","","Zapatillas platform","PLATFORM ZAPATILLA 36/6/24","","","En canvas polialgodón. Altura de plataforma: 3.8 cm / 1.4”","36","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210081220","","Zapatillas platform","PLATFORM ZAPATILLA 38/8/25.5","","","En canvas polialgodón. Altura de plataforma: 3.8 cm / 1.4”","38","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210065356","","Set de pulseras 6 too cool x 6","cyzone 6 too cool puls","","","","7.1 cm / 2.8”","","","","","CYZONE PAISES","","","","","","","","","","","","","","","",""
"Comunicaciones","210065871","Colección Amazzon","Pulsera","ESIKA ACC AMAZZON PULS","","","ESIKA COLOMBIA","","ACCESORIOS","","Colección Amazzon","0","ESIKA COLOMBIA","ACCESORIOS","","","","","","","","","","","","","","",""
"Comunicaciones","210067238","Colección Floralie","Pulsera","ESIKA ACC FLORALIE PULS","","","ESIKA PUERTO RICO","","ESTUCHES Y VARIOS","","Colección Floralie","0","ESIKA PUERTO RICO","ACCESORIOS","","","","","","","","","","","","","","",""
"Comunicaciones","210067288","Colección Royal Rose","Pulsera","ESIKA ACC ROYAL ROSE PULS","","","ESIKA COLOMBIA","","ESTUCHES Y VARIOS","","Colección Royal Rose","0","ESIKA COLOMBIA","ACCESORIOS","","","","","","","","","","","","","","",""
"Comunicaciones","210067471","","Pulsera eternity","cyzone eternity puls","","","23 cm / 9’’","23 cm / 9’’","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210068097","","Pulsera madonuts","cyzone madonuts puls","","","1.8 x 7.3 cm / 0.7 x 2.9”","1.8 x 7.3 cm / 0.7 x 2.9”","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210068449","Nacar","Pulsera","ESIKA ACC NACAR PULS","","","","","","","","","ESIKA COLOMBIA","ACCESORIOS","","","","","","","","","","","","","","",""
"Comunicaciones","210068570","","Pulsera","ESIKA ACC PARADISE PULS","","","","","","","Paradise","","ESIKA COLOMBIA","ACCESORIOS","","","","","","","","","","","","","","",""
"Comunicaciones","210070394","","Pulsera","ES ROSSETT PULS","","","","","","","Colección Rossett","","ESIKA COLOMBIA","ACCESORIOS","","","","","","","","","","","","","","",""
"Comunicaciones","210070403","","Pulsera","ES PRISMA PULS","","","","","","","Colección Prisma","","ESIKA COLOMBIA","ACCESORIOS","","","","","","","","","","","","","","",""
"Comunicaciones","210070425","","Pulsera","ES DIAMANTI PULS","","","","","","","","","ESIKA COLOMBIA","ESTUCHES Y VARIOS","","","","","","","","","","","","","","",""
"Comunicaciones","210070440","","Pulsera","ES DORALIS PULS","","","","","","","","","ESIKA COLOMBIA","ACCESORIOS","","","","","","","","","","","","","","",""
"Comunicaciones","210070447","","Pulsera","ES AMOROUS PULS","","","","","","","Colección Amorous","","ESIKA COLOMBIA","ACCESORIOS","","","","","","","","","","","","","","",""
"Comunicaciones","210070520","","Pulsera","ES INSPIRATION PULS","","","","","","","","","ESIKA COLOMBIA","ESTUCHES Y VARIOS","","","","","","","","","","","","","","",""
"Comunicaciones","210070762","","Pulsera love in chains","CY_CH LOVE IN CHAINS PULS","","","19 cm / 7.5’’","19 cm / 7.5’’","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210070771","","Pulsera pop stars","CY POP STARS PULS","","","Diámetro aprox.: 6.5 cm / 2.6”","Diámetro aprox.: 6.5 cm / 2.6”","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210071982","","Pulsera","ES FLORENCIA PULS","","","","","","","Colección Florencia","","ESIKA BOLIVIA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210071985","",".",".","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comunicaciones","210072000","","Pulsera","ES FLOWERS PULS","","","","","","","Colección Flowers","","ESIKA COLOMBIA","ACCESORIOS","","","","","","","","","","","","","","",""
"Comunicaciones","210072006","","Pulsera","ES DJANIRA PULS","","","","","","","","","ESIKA MEXICO","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210072010","","Pulsera","ES LAZZO PULS","","","","","","","","","ESIKA VENEZUELA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210072025","","Pulsera","ES SPECIAL FLOWER PUL","","","","","","","","","ESIKA COLOMBIA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210072032","","Pulsera","ES VASCONIA PULS","","","","","","","","","ESIKA MEXICO","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210072073","","Esclava","ES HERRAJE ESCLAVA","","","","","","","","","ESIKA PUERTO RICO","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210072098","","Pulsera","ES I LOVE STARS PULS","","","","","","","","","ESIKA COLOMBIA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210072241","","Pulsera metallik","CY METALLIK PULS","","","Diámetro pulsera: 6.3 cm / 2.5”","Diámetro pulsera: 6.3 cm / 2.5”","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072250","","Pulsera surrender","CY_CH SURRENDER PULS","","","En metal bañado en bronce envejecido y piedras en tono negro.Medidas aprox.:19 x 4 cm / 7.5 x 1.6”","En metal bañado en bronce envejecido y piedras en tono negro.Medidas aprox.:19 x 4 cm / 7.5 x 1.6”","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210072266","","Pulsera love & lace","CY LOVE LACE PULS","","","19 cm / 7.4”","19 cm / 7.4”","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210073270","","Pulsera","ES SOLITE PULS","","","","","","","","","ESIKA PUERTO RICO","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210074557","ES LABRAZ PUL","Pulsera","ES LABRAZ PUL","","","ESIKA COLOMBIA","","BIJOUTERIE","","Pulsera","0","ESIKA COLOMBIA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210074566","ES GLOSSY PULS","Pulsera","ES GLOSSY PULS","","","ESIKA BOLIVIA","","BIJOUTERIE","","ES GLOSSY PULS","0","ESIKA BOLIVIA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210074571","ES REIMS PULS","Pulsera","ES REIMS PULS","","","ESIKA VENEZUELA","","BIJOUTERIE","","ES REIMS PULS","0","ESIKA VENEZUELA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210074591","ES DEEP BLACK PULS","Pulsera","ES DEEP BLACK PULS","","","ESIKA COLOMBIA","","BIJOUTERIE","","Pulsera","0","ESIKA COLOMBIA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210074599","ES KOLORAME PUL","Pulsera","ES KOLORAME PUL","","","ESIKA VENEZUELA","","BIJOUTERIE","","ES KOLORAME PUL","0","ESIKA VENEZUELA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210074603","ES KALEYDOS PUL","Pulsera","ES KALEYDOS PUL","","","ESIKA COLOMBIA","","BIJOUTERIE","","Pulsera","0","ESIKA COLOMBIA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210074637","ES BOTANICA PUL","Pulsera","ES BOTANICA PUL","","","ESIKA COLOMBIA","","BIJOUTERIE","","Colección Botánica","0","ESIKA COLOMBIA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210074686","ES PRAXE INOX ESCLAVA","Esclava","ES PRAXE INOX ESCLAVA","","","ESIKA COLOMBIA","","BIJOUTERIE","","Esclava Praxe","0","ESIKA COLOMBIA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210074749","ES PIEZAS PULS","Esclava","ES PIEZAS PULS","","","ESIKA COLOMBIA","","BIJOUTERIE","","Esclava","0","ESIKA COLOMBIA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210074752","ES SECRETITOS PUL","Pulsera","ES SECRETITOS PUL","","","ESIKA COLOMBIA","","","","Pulsera","0","ESIKA COLOMBIA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210074931","","Pulsera instadays","CY0514 INSTADAYS PULS","","","De metal bañado en bronce envejecido y cinta negra. Largo regulable: de 65 a 85 cm / de 25.5 a 33.5’’","De metal bañado en bronce envejecido y cinta negra. Largo regulable: de 65 a 85 cm / de 25.5 a 33.5’’","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074936","","Pulsera golden wild x4","CY0114 GOLDEN WILD PULS","","","Metal bañado en bronce envejecido. Con textil tipo animal print dorado y negro. Medidas aprox.: diámetro interno: 6.8 cm/ 2.7”","Metal bañado en bronce envejecido. Con textil tipo animal print dorado y negro. Medidas aprox.: diámetro interno: 6.8 cm/ 2.7”","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210074937","","Pulsera shiny me","CY_ CH_ 0414 SHINY GIRL PULS","","","De metal bañado en dorado con glitter plateado. Medidas aprox.: 6.5 x 5.5 cm / 2.6 x 2.2''","De metal bañado en dorado con glitter plateado. Medidas aprox.: 6.5 x 5.5 cm / 2.6 x 2.2''","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210075787","","Set de pulseras black gold x4","CY BLACK GOLD PULS","","","En metal bañado en dorado y negro. Medidas aprox.: diámetro interno de aro: 6.5 cm/ 2.5”","En metal bañado en dorado y negro. Medidas aprox.: diámetro interno de aro: 6.5 cm/ 2.5”","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210075788","","Pulsera goldie","CY GOLDIE PULS","","","Metal bañado en dorado y textil tipo cuero. Medidas aprox.: diámetro interno: 6 cm/ 2.4”","Metal bañado en dorado y textil tipo cuero. Medidas aprox.: diámetro interno: 6 cm/ 2.4”","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210075790","","Pulsera trenchy","CY _CH TRENCHY PULS","","","Metal bañado en dorado, con hilos de colores. Medidas aprox.: pulsera: 19 cm/ 7.5”","Metal bañado en dorado, con hilos de colores. Medidas aprox.: pulsera: 19 cm/ 7.5”","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210075801","","Pulsera flow","CY FLOW PULS","","","","","","","","","CYZONE COLOMBIA","","","","","","","","","","","","","","","",""
"Comunicaciones","210076019","ES ROSETTI PUL","Pulsera","ES ROSETTI PUL","","","ESIKA BOLIVIA","","","","ES ROSETTI PUL","0","ESIKA BOLIVIA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210076024","ES LOVENIA PUL","Pulsera","ES LOVENIA PUL","","","ESIKA PUERTO RICO","","","","ES LOVENIA PUL","0","ESIKA PUERTO RICO","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210076037","ES PERLIANNA PUL","Pulsera","ES PERLIANNA PUL","","","ESIKA ECUADOR","","","","ES PERLIANNA PUL","0","ESIKA ECUADOR","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210076046","ES PRADERA PUL","Pulsera","ES PRADERA PUL","","","ESIKA ECUADOR","","","","ES PRADERA PUL","0","ESIKA ECUADOR","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210076050","ES DEEP VIOLET PULS","Pulsera","ES DEEP VIOLET PULS","","","ESIKA REPUBLICA DOMINICANA","","","","ES DEEP VIOLET PULS","0","ESIKA REPUBLICA DOMINICANA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210076066","ES DESTRELLA PUL","Pulsera","ES DESTRELLA PUL","","","ESIKA REPUBLICA DOMINICANA","","","","ES DESTRELLA PUL","0","ESIKA REPUBLICA DOMINICANA","BIJOUTERIE","","","","","","","","","","","","","","",""
"Comunicaciones","210076067","ES NACAR GLAM PUL","Pulsera","ES NACAR GLAM PUL","","","ESIKA BOLIVIA","","","","ES NACAR GLAM PUL","0","ESIKA BOLIVIA","BIJOUTERIE","","","","","","","","","","","","","","",""
